Country_Region,Last_Update,Confirmed,Deaths,Recovered,Active,Delta_Confirmed,Delta_Recovered,Incident_Rate,People_Tested,People_Hospitalized,Province_State,FIPS,UID,iso3,Report_Date_String,Delta_Deaths,Doses_Admin,Delta_Doses_Admin
Afghanistan,11/25/21,157144,7307,,,112,,403.67505001047954,,,,,4,AFG,2021/11/25,1,5116767,0
Afghanistan,11/26/21,157171,7307,,,27,,403.7444082191943,,,,,4,AFG,2021/11/26,0,5116767,0
Afghanistan,11/27/21,157190,7308,,,19,,403.7932158475492,,,,,4,AFG,2021/11/27,1,5116767,0
Afghanistan,11/28/21,157218,7308,,,28,,403.865142878809,,,,,4,AFG,2021/11/28,0,5116767,0
Afghanistan,11/29/21,157260,7308,,,42,,403.97303342569876,,,,,4,AFG,2021/11/29,0,5116767,0
Afghanistan,11/30/21,157289,7308,,,29,,404.0475292795036,,,,,4,AFG,2021/11/30,0,5116767,0
Afghanistan,12/1/21,157359,7309,,,70,,404.2273468576531,,,,,4,AFG,2021/12/01,1,5116767,0
Afghanistan,12/2/21,157387,7310,,,28,,404.299273888913,,,,,4,AFG,2021/12/02,1,5116767,0
Afghanistan,12/3/21,157412,7311,,,25,,404.3634944525378,,,,,4,AFG,2021/12/03,1,5116767,0
Afghanistan,12/4/21,157431,7312,,,19,,404.4123020808927,,,,,4,AFG,2021/12/04,1,5228706,111939
Afghanistan,12/5/21,157454,7312,,,23,,404.4713849994275,,,,,4,AFG,2021/12/05,0,5228706,0
Afghanistan,12/6/21,157499,7316,,,45,,404.58698201395225,,,,,4,AFG,2021/12/06,4,5228706,0
Afghanistan,12/7/21,157508,7317,,,9,,404.6101014168572,,,,,4,AFG,2021/12/07,1,5228706,0
Afghanistan,12/8/21,157542,7319,,,34,,404.697441383387,,,,,4,AFG,2021/12/08,2,5228706,0
Afghanistan,12/9/21,157585,7321,,,43,,404.8079007528217,,,,,4,AFG,2021/12/09,2,5228706,0
Afghanistan,12/10/21,157603,7324,,,18,,404.8541395586316,,,,,4,AFG,2021/12/10,3,5228706,0
Afghanistan,12/11/21,157611,7325,,,8,,404.8746901389915,,,,,4,AFG,2021/12/11,1,5228706,0
Afghanistan,12/12/21,157633,7328,,,22,,404.9312042349814,,,,,4,AFG,2021/12/12,3,5228706,0
Afghanistan,12/13/21,157648,7328,,,15,,404.9697365731563,,,,,4,AFG,2021/12/13,0,5228706,0
Afghanistan,12/14/21,157660,7329,,,12,,405.00056244369625,,,,,4,AFG,2021/12/14,1,5228706,0
Afghanistan,12/15/21,157665,7331,,,5,,405.0134065564212,,,,,4,AFG,2021/12/15,2,5228706,0
Afghanistan,12/16/21,157725,7332,,,60,,405.16753590912083,,,,,4,AFG,2021/12/16,1,5228706,0
Afghanistan,12/17/21,157734,7332,,,9,,405.19065531202574,,,,,4,AFG,2021/12/17,0,5228706,0
Afghanistan,12/18/21,157745,7333,,,11,,405.2189123600207,,,,,4,AFG,2021/12/18,1,5228706,0
Afghanistan,12/19/21,157787,7335,,,42,,405.3268029069104,,,,,4,AFG,2021/12/19,2,5228706,0
Afghanistan,12/20/21,157797,7335,,,10,,405.35249113236034,,,,,4,AFG,2021/12/20,0,5228706,0
Afghanistan,12/21/21,157816,7335,,,19,,405.40129876071524,,,,,4,AFG,2021/12/21,0,5228706,0
Afghanistan,12/22/21,157841,7341,,,25,,405.46551932434005,,,,,4,AFG,2021/12/22,6,5228706,0
Albania,11/25/21,198292,3068,,,516,,6890.4023907151295,,,,,8,ALB,2021/11/25,5,2074670,24328
Albania,11/26/21,198732,3077,,,440,,6905.691847939398,,,,,8,ALB,2021/11/26,9,2081782,7112
Albania,11/27/21,199137,3085,,,405,,6919.765098339009,,,,,8,ALB,2021/11/27,8,2081782,0
Albania,11/28/21,199555,3089,,,418,,6934.290082702064,,,,,8,ALB,2021/11/28,4,2081782,0
Albania,11/29/21,199750,3092,,,195,,6941.066092153728,,,,,8,ALB,2021/11/29,3,2096897,15115
Albania,11/30/21,199945,3096,,,195,,6947.842101605393,,,,,8,ALB,2021/11/30,4,2096897,0
Albania,12/1/21,200173,3101,,,228,,6955.764820348878,,,,,8,ALB,2021/12/01,5,2096897,0
Albania,12/2/21,200639,3104,,,466,,6971.957745500034,,,,,8,ALB,2021/12/02,3,2101039,4142
Albania,12/3/21,201045,3108,,,406,,6986.065744666064,,,,,8,ALB,2021/12/03,4,2111797,10758
Albania,12/4/21,201402,3109,,,357,,6998.471054277573,,,,,8,ALB,2021/12/04,1,2111797,0
Albania,12/5/21,201730,3110,,,328,,7009.868649662937,,,,,8,ALB,2021/12/05,1,2130714,18917
Albania,12/6/21,201902,3115,,,172,,7015.845437486969,,,,,8,ALB,2021/12/06,5,2141863,11149
Albania,12/7/21,202295,3122,,,393,,7029.501702689555,,,,,8,ALB,2021/12/07,7,2151065,9202
Albania,12/8/21,202641,3126,,,346,,7041.524775870456,,,,,8,ALB,2021/12/08,4,2151065,0
Albania,12/9/21,202863,3128,,,222,,7049.239002015428,,,,,8,ALB,2021/12/09,2,2166207,15142
Albania,12/10/21,203215,3130,,,352,,7061.470567794843,,,,,8,ALB,2021/12/10,2,2166207,0
Albania,12/11/21,203524,3132,,,309,,7072.20793661825,,,,,8,ALB,2021/12/11,2,2166207,0
Albania,12/12/21,203787,3134,,,263,,7081.346862186392,,,,,8,ALB,2021/12/12,2,2166207,0
Albania,12/13/21,203925,3140,,,138,,7086.142191952185,,,,,8,ALB,2021/12/13,6,2196145,29938
Albania,12/14/21,204301,3144,,,376,,7099.207728125652,,,,,8,ALB,2021/12/14,4,2206089,9944
Albania,12/15/21,204627,3152,,,326,,7110.535825978178,,,,,8,ALB,2021/12/15,8,2216402,10313
Albania,12/16/21,204928,3156,,,301,,7120.995204670234,,,,,8,ALB,2021/12/16,4,2216402,0
Albania,12/17/21,205224,3158,,,296,,7131.280839530196,,,,,8,ALB,2021/12/17,2,2226267,9865
Albania,12/18/21,205549,3161,,,325,,7142.574188616304,,,,,8,ALB,2021/12/18,3,2226267,0
Albania,12/19/21,205777,3166,,,228,,7150.496907359789,,,,,8,ALB,2021/12/19,5,2251010,24743
Albania,12/20/21,205897,3172,,,120,,7154.6667593300435,,,,,8,ALB,2021/12/20,6,2251010,0
Albania,12/21/21,206273,3178,,,376,,7167.73229550351,,,,,8,ALB,2021/12/21,6,2251010,0
Albania,12/22/21,206616,3180,,,343,,7179.651122385156,,,,,8,ALB,2021/12/22,2,2251010,0
Algeria,11/25/21,209624,6041,,,161,,478.03652013476625,,,,,12,DZA,2021/11/25,6,12032500,23526
Algeria,11/26/21,209817,6046,,,193,,478.4766464961848,,,,,12,DZA,2021/11/26,5,12032500,0
Algeria,11/27/21,209980,6052,,,163,,478.8483594335487,,,,,12,DZA,2021/11/27,6,12032500,0
Algeria,11/28/21,210152,6058,,,172,,479.240596398129,,,,,12,DZA,2021/11/28,6,12032500,0
Algeria,11/29/21,210344,6064,,,192,,479.6784423120791,,,,,12,DZA,2021/11/29,6,12076870,44370
Algeria,11/30/21,210531,6071,,,187,,480.10488598868676,,,,,12,DZA,2021/11/30,7,12076870,0
Algeria,12/1/21,210723,6076,,,192,,480.54273190263683,,,,,12,DZA,2021/12/01,5,12076870,0
Algeria,12/2/21,210921,6083,,,198,,480.9942605013979,,,,,12,DZA,2021/12/02,7,12076870,0
Algeria,12/3/21,211112,6089,,,191,,481.4298259678795,,,,,12,DZA,2021/12/03,6,12076870,0
Algeria,12/4/21,211297,6096,,,185,,481.85170874955014,,,,,12,DZA,2021/12/04,7,12145830,68960
Algeria,12/5/21,211469,6103,,,172,,482.24394571413046,,,,,12,DZA,2021/12/05,7,12145830,0
Algeria,12/6/21,211662,6111,,,193,,482.684072075549,,,,,12,DZA,2021/12/06,8,12293060,147230
Algeria,12/7/21,211859,6114,,,197,,483.1333202268416,,,,,12,DZA,2021/12/07,3,12293060,0
Algeria,12/8/21,212047,6122,,,188,,483.56204435091774,,,,,12,DZA,2021/12/08,8,12293060,0
Algeria,12/9/21,212224,6126,,,177,,483.96568355284046,,,,,12,DZA,2021/12/09,4,12293060,0
Algeria,12/10/21,212434,6132,,,210,,484.4445775212234,,,,,12,DZA,2021/12/10,6,12293060,0
Algeria,12/11/21,212652,6137,,,218,,484.94171506935425,,,,,12,DZA,2021/12/11,5,12293060,0
Algeria,12/12/21,212848,6145,,,196,,485.3886827731783,,,,,12,DZA,2021/12/12,8,12293060,0
Algeria,12/13/21,213058,6151,,,210,,485.8675767415612,,,,,12,DZA,2021/12/13,6,12293060,0
Algeria,12/14/21,213288,6155,,,230,,486.39207965931394,,,,,12,DZA,2021/12/14,4,12293060,0
Algeria,12/15/21,213533,6165,,,245,,486.950789289094,,,,,12,DZA,2021/12/15,10,12293060,0
Algeria,12/16/21,213745,6171,,,212,,487.4342441524139,,,,,12,DZA,2021/12/16,6,12293060,0
Algeria,12/17/21,214044,6175,,,299,,488.1160979454924,,,,,12,DZA,2021/12/17,4,12293060,0
Algeria,12/18/21,214330,6180,,,286,,488.7683059214806,,,,,12,DZA,2021/12/18,5,12293060,0
Algeria,12/19/21,214592,6184,,,262,,489.365783158225,,,,,12,DZA,2021/12/19,4,12293060,0
Algeria,12/20/21,214835,6190,,,243,,489.9199318930681,,,,,12,DZA,2021/12/20,6,12437324,144264
Algeria,12/21/21,215145,6198,,,310,,490.6268706083,,,,,12,DZA,2021/12/21,8,12437324,0
Algeria,12/22/21,215430,6205,,,285,,491.2767981368197,,,,,12,DZA,2021/12/22,7,12437324,0
Andorra,11/25/21,16566,131,,,140,,21440.49699087556,,,,,20,AND,2021/11/25,0,104534,0
Andorra,11/26/21,16712,131,,,146,,21629.457063353395,,,,,20,AND,2021/11/26,0,104534,0
Andorra,11/30/21,17115,131,,,403,,22151.038633275093,,,,,20,AND,2021/11/30,0,104534,0
Andorra,12/1/21,17426,131,,,311,,22553.549472594317,,,,,20,AND,2021/12/01,0,104534,0
Andorra,12/2/21,17658,132,,,232,,22853.81479324403,,,,,20,AND,2021/12/02,1,104534,0
Andorra,12/3/21,18010,132,,,352,,23309.389762505663,,,,,20,AND,2021/12/03,0,104534,0
Andorra,12/6/21,18631,133,,,621,,24113.117194072347,,,,,20,AND,2021/12/06,1,104534,0
Andorra,12/7/21,18815,133,,,184,,24351.258655277292,,,,,20,AND,2021/12/07,0,104534,0
Andorra,12/9/21,19272,133,,,457,,24942.729567074355,,,,,20,AND,2021/12/09,0,106428,1894
Andorra,12/10/21,19440,133,,,168,,25160.163075131044,,,,,20,AND,2021/12/10,0,106428,0
Andorra,12/14/21,20136,134,,,696,,26060.959037080178,,,,,20,AND,2021/12/14,1,106428,0
Andorra,12/16/21,20549,134,,,413,,26595.48307771954,,,,,20,AND,2021/12/16,0,115709,9281
Andorra,12/20/21,21062,137,,,513,,27259.431825535496,,,,,20,AND,2021/12/20,3,115709,0
Andorra,12/22/21,21372,138,,,310,,27660.648417782955,,,,,20,AND,2021/12/22,1,115709,0
Angola,11/25/21,65105,1732,,,25,,198.09063809739519,,,,,24,AGO,2021/11/25,1,9026310,0
Angola,11/26/21,65130,1733,,,25,,198.16670392878194,,,,,24,AGO,2021/11/26,1,9026310,0
Angola,11/27/21,65139,1733,,,9,,198.19408762808118,,,,,24,AGO,2021/11/27,0,9026310,0
Angola,11/28/21,65144,1733,,,5,,198.2093007943585,,,,,24,AGO,2021/11/28,0,9026310,0
Angola,11/29/21,65155,1733,,,11,,198.2427697601687,,,,,24,AGO,2021/11/29,0,9026310,0
Angola,11/30/21,65168,1733,,,13,,198.2823239924898,,,,,24,AGO,2021/11/30,0,9026310,0
Angola,12/1/21,65183,1735,,,15,,198.32796349132187,,,,,24,AGO,2021/12/01,2,9026310,0
Angola,12/2/21,65208,1735,,,25,,198.40402932270862,,,,,24,AGO,2021/12/02,0,9026310,0
Angola,12/3/21,65223,1735,,,15,,198.44966882154068,,,,,24,AGO,2021/12/03,0,9847459,821149
Angola,12/4/21,65244,1735,,,21,,198.51356411990554,,,,,24,AGO,2021/12/04,0,9847459,0
Angola,12/5/21,65259,1735,,,15,,198.5592036187376,,,,,24,AGO,2021/12/05,0,9847459,0
Angola,12/7/21,65301,1735,,,42,,198.68699421546737,,,,,24,AGO,2021/12/07,0,10018061,0
Angola,12/8/21,65332,1735,,,31,,198.78131584638695,,,,,24,AGO,2021/12/08,0,10018061,0
Angola,12/9/21,65346,1736,,,14,,198.82391271196352,,,,,24,AGO,2021/12/09,1,10319552,301491
Angola,12/10/21,65371,1737,,,25,,198.89997854335027,,,,,24,AGO,2021/12/10,1,10319552,0
Angola,12/11/21,65397,1737,,,26,,198.97908700799252,,,,,24,AGO,2021/12/11,0,10319552,0
Angola,12/12/21,65404,1737,,,7,,199.0003854407808,,,,,24,AGO,2021/12/12,0,10319552,0
Angola,12/14/21,65431,1737,,,27,,199.0825365386785,,,,,24,AGO,2021/12/14,0,10319552,0
Angola,12/15/21,65565,1737,,,134,,199.49024939491153,,,,,24,AGO,2021/12/15,0,10319552,0
Angola,12/16/21,65648,1737,,,83,,199.74278795511557,,,,,24,AGO,2021/12/16,0,10805281,485729
Angola,12/17/21,65760,1738,,,112,,200.08356287972825,,,,,24,AGO,2021/12/17,1,10805281,0
Angola,12/18/21,65868,1738,,,108,,200.41216727131902,,,,,24,AGO,2021/12/18,0,10805281,0
Angola,12/19/21,65938,1738,,,70,,200.62515159920196,,,,,24,AGO,2021/12/19,0,10805281,0
Angola,12/20/21,66086,1738,,,148,,201.07546132101157,,,,,24,AGO,2021/12/20,0,10805281,0
Angola,12/21/21,66566,1738,,,480,,202.5359252836373,,,,,24,AGO,2021/12/21,0,10805281,0
Angola,12/22/21,67199,1741,,,633,,204.46191213435003,,,,,24,AGO,2021/12/22,3,10805281,0
Antigua and Barbuda,11/25/21,4141,117,,,3,,4228.616943060208,,,,,28,ATG,2021/11/25,0,117072,545
Antigua and Barbuda,12/3/21,4146,117,,,5,,4233.722735070664,,,,,28,ATG,2021/12/03,0,118651,1014
Antigua and Barbuda,12/4/21,4147,117,,,1,,4234.743893472755,,,,,28,ATG,2021/12/04,0,118651,0
Antigua and Barbuda,12/6/21,4148,117,,,1,,4235.765051874847,,,,,28,ATG,2021/12/06,0,118651,0
Antigua and Barbuda,12/8/21,4151,117,,,3,,4238.828527081121,,,,,28,ATG,2021/12/08,0,118765,0
Antigua and Barbuda,12/10/21,4159,117,,,8,,4246.997794297851,,,,,28,ATG,2021/12/10,0,118765,0
Antigua and Barbuda,12/12/21,4162,117,,,3,,4250.061269504125,,,,,28,ATG,2021/12/12,0,118765,0
Antigua and Barbuda,12/14/21,4177,117,,,15,,4265.378645535496,,,,,28,ATG,2021/12/14,0,119809,0
Antigua and Barbuda,12/16/21,4178,117,,,1,,4266.3998039375865,,,,,28,ATG,2021/12/16,0,119809,0
Antigua and Barbuda,12/17/21,4186,117,,,8,,4274.5690711543175,,,,,28,ATG,2021/12/17,0,119809,0
Antigua and Barbuda,12/18/21,4198,117,,,12,,4286.8229719794135,,,,,28,ATG,2021/12/18,0,119809,0
Antigua and Barbuda,12/21/21,4201,117,,,3,,4289.886447185688,,,,,28,ATG,2021/12/21,0,120657,848
Antigua and Barbuda,12/22/21,4205,117,,,4,,4293.971080794053,,,,,28,ATG,2021/12/22,0,120657,0
Argentina,11/25/21,5322127,116480,,,2260,,11775.71745253987,,,,,32,ARG,2021/11/25,22,65249126,242384
Argentina,11/26/21,5324039,116505,,,1912,,11779.947936286171,,,,,32,ARG,2021/11/26,25,65514249,265123
Argentina,11/27/21,5325560,116517,,,1521,,11783.313294956739,,,,,32,ARG,2021/11/27,12,65736376,222127
Argentina,11/28/21,5326448,116529,,,888,,11785.27808029498,,,,,32,ARG,2021/11/28,12,65862871,126495
Argentina,11/29/21,5328416,116554,,,1968,,11789.632469422973,,,,,32,ARG,2021/11/29,25,65984257,121386
Argentina,11/30/21,5330748,116589,,,2332,,11794.792243531956,,,,,32,ARG,2021/11/30,35,66247467,263210
Argentina,12/1/21,5332629,116597,,,1881,,11798.954136799108,,,,,32,ARG,2021/12/01,8,66515406,267939
Argentina,12/2/21,5335310,116617,,,2681,,11804.886106947559,,,,,32,ARG,2021/12/02,20,66744544,229138
Argentina,12/3/21,5337692,116639,,,2382,,11810.156510861623,,,,,32,ARG,2021/12/03,22,66995539,250995
Argentina,12/4/21,5339382,116643,,,1690,,11813.895798273365,,,,,32,ARG,2021/12/04,4,67216113,220574
Argentina,12/5/21,5340676,116646,,,1294,,11816.758897628864,,,,,32,ARG,2021/12/05,3,67325851,109738
Argentina,12/6/21,5343153,116680,,,2477,,11822.239498172583,,,,,32,ARG,2021/12/06,34,67401169,75318
Argentina,12/7/21,5346242,116703,,,3089,,11829.074207530495,,,,,32,ARG,2021/12/07,23,67597991,196822
Argentina,12/8/21,5348123,116708,,,1881,,11833.236100797647,,,,,32,ARG,2021/12/08,5,67833542,235551
Argentina,12/9/21,5350867,116719,,,2744,,11839.3074645005,,,,,32,ARG,2021/12/09,11,67938130,104588
Argentina,12/10/21,5354440,116748,,,3573,,11847.213070371597,,,,,32,ARG,2021/12/10,29,68106390,168260
Argentina,12/11/21,5356885,116760,,,2445,,11852.622867840064,,,,,32,ARG,2021/12/11,12,68286475,180085
Argentina,12/12/21,5358455,116771,,,1570,,11856.096643719611,,,,,32,ARG,2021/12/12,11,68390314,103839
Argentina,12/14/21,5366522,116826,,,8067,,11873.9456564714,,,,,32,ARG,2021/12/14,55,68614657,165293
Argentina,12/15/21,5371341,116857,,,4819,,11884.608157085118,,,,,32,ARG,2021/12/15,31,68814968,200311
Argentina,12/16/21,5376642,116874,,,5301,,11896.33712901982,,,,,32,ARG,2021/12/16,17,68840263,25295
Argentina,12/17/21,5382290,116892,,,5648,,11908.833871801784,,,,,32,ARG,2021/12/17,18,68992778,152515
Argentina,12/18/21,5386453,116899,,,4163,,11918.044909372838,,,,,32,ARG,2021/12/18,7,69134290,141512
Argentina,12/19/21,5389707,116903,,,3254,,11925.244697087517,,,,,32,ARG,2021/12/19,4,69221624,87334
Argentina,12/20/21,5395044,116930,,,5337,,11937.053322481877,,,,,32,ARG,2021/12/20,27,69273755,52131
Argentina,12/21/21,5404380,116953,,,9336,,11957.710119686624,,,,,32,ARG,2021/12/21,23,73701996,4428241
Argentina,12/22/21,5415501,116964,,,11121,,11982.316400932768,,,,,32,ARG,2021/12/22,11,74049613,347617
Armenia,11/25/21,336330,7419,,,592,,11350.099249671137,,,,,51,ARM,2021/11/25,40,1110891,0
Armenia,11/26/21,337005,7459,,,675,,11372.878415946901,,,,,51,ARM,2021/11/26,40,1110891,0
Armenia,11/27/21,337522,7485,,,517,,11390.325569968487,,,,,51,ARM,2021/11/27,26,1110891,0
Armenia,11/28/21,337931,7514,,,409,,11404.128057385951,,,,,51,ARM,2021/11/28,29,1110891,0
Armenia,11/29/21,338120,7535,,,189,,11410.506223943165,,,,,51,ARM,2021/11/29,21,1217391,0
Armenia,11/30/21,338518,7567,,,398,,11423.937495317616,,,,,51,ARM,2021/11/30,32,1217391,0
Armenia,12/1/21,339020,7610,,,502,,11440.878445644184,,,,,51,ARM,2021/12/01,43,1217391,0
Armenia,12/2/21,339578,7631,,,558,,11459.709223098816,,,,,51,ARM,2021/12/02,21,1236264,0
Armenia,12/3/21,339977,7644,,,399,,11473.174241386268,,,,,51,ARM,2021/12/03,13,1236264,0
Armenia,12/4/21,340396,7669,,,419,,11487.314197933743,,,,,51,ARM,2021/12/04,25,1236264,0
Armenia,12/5/21,340723,7683,,,327,,11498.349438485115,,,,,51,ARM,2021/12/05,14,1236264,0
Armenia,12/6/21,340818,7691,,,95,,11501.555395220223,,,,,51,ARM,2021/12/06,8,1236264,0
Armenia,12/7/21,341058,7718,,,240,,11509.654654340495,,,,,51,ARM,2021/12/07,27,1352805,0
Armenia,12/8/21,341468,7728,,,410,,11523.490888670958,,,,,51,ARM,2021/12/08,10,1352805,0
Armenia,12/9/21,341768,7747,,,300,,11533.614962571299,,,,,51,ARM,2021/12/09,19,1352805,0
Armenia,12/10/21,342115,7767,,,347,,11545.325141382693,,,,,51,ARM,2021/12/10,20,1352805,0
Armenia,12/11/21,342405,7788,,,290,,11555.111746153021,,,,,51,ARM,2021/12/11,21,1352805,0
Armenia,12/12/21,342538,7802,,,133,,11559.600085582171,,,,,51,ARM,2021/12/12,14,1352805,0
Armenia,12/13/21,342604,7819,,,66,,11561.827381840247,,,,,51,ARM,2021/12/13,17,1352805,0
Armenia,12/14/21,342765,7845,,,161,,11567.260634833428,,,,,51,ARM,2021/12/14,26,1452374,0
Armenia,12/15/21,342977,7856,,,212,,11574.414980389669,,,,,51,ARM,2021/12/15,11,1452374,0
Armenia,12/16/21,343157,7874,,,180,,11580.489424729873,,,,,51,ARM,2021/12/16,18,1452374,0
Armenia,12/17/21,343350,7885,,,193,,11587.002578939091,,,,,51,ARM,2021/12/17,11,1452374,0
Armenia,12/18/21,343506,7893,,,156,,11592.267097367268,,,,,51,ARM,2021/12/18,8,1452374,0
Armenia,12/19/21,343636,7899,,,130,,11596.654196057416,,,,,51,ARM,2021/12/19,6,1452374,0
Armenia,12/20/21,343708,7903,,,72,,11599.083973793497,,,,,51,ARM,2021/12/20,4,1452374,0
Armenia,12/21/21,343845,7914,,,137,,11603.707300874652,,,,,51,ARM,2021/12/21,11,1546632,0
Armenia,12/22/21,343997,7921,,,152,,11608.836831650824,,,,,51,ARM,2021/12/22,7,1546632,0
Australia,11/25/21,205269,1985,,,1627,,806.250662812209,,,,,36,AUS,2021/11/25,7,38917851,105908
Australia,11/26/21,206749,1990,,,1480,,812.0637713720115,,,,,36,AUS,2021/11/26,5,39022233,104382
Australia,11/27/21,207984,1994,,,1235,,816.9145747986033,,,,,36,AUS,2021/11/27,4,39073842,51609
Australia,11/28/21,209139,1997,,,1155,,821.4511561408815,,,,,36,AUS,2021/11/28,3,39106606,32764
Australia,11/29/21,210238,2006,,,1099,,825.7677820241402,,,,,36,AUS,2021/11/29,9,39201853,95247
Australia,11/30/21,211655,2011,,,1417,,831.3334406925454,,,,,36,AUS,2021/11/30,5,39294041,92188
Australia,12/1/21,213357,2021,,,1702,,838.0185155363182,,,,,36,AUS,2021/12/01,10,39386849,92808
Australia,12/2/21,214879,2033,,,1522,,843.9965906903852,,,,,36,AUS,2021/12/02,12,39485933,99084
Australia,12/3/21,216587,2042,,,1708,,850.7052321904814,,,,,36,AUS,2021/12/03,9,39584348,98415
Australia,12/4/21,217836,2050,,,1249,,855.6110244818282,,,,,36,AUS,2021/12/04,8,39633360,49012
Australia,12/5/21,219121,2056,,,1285,,860.658216711116,,,,,36,AUS,2021/12/05,6,39663971,30611
Australia,12/6/21,220555,2065,,,1434,,866.290647572438,,,,,36,AUS,2021/12/06,9,39750841,86870
Australia,12/7/21,222260,2072,,,1705,,872.9875057443725,,,,,36,AUS,2021/12/07,7,39839258,88417
Australia,12/8/21,223914,2082,,,1654,,879.4840473375571,,,,,36,AUS,2021/12/08,10,39934482,95224
Australia,12/9/21,225625,2084,,,1711,,886.204472165815,,,,,36,AUS,2021/12/09,2,40031174,96692
Australia,12/10/21,227382,2100,,,1757,,893.1055746925533,,,,,36,AUS,2021/12/10,16,40117557,86383
Australia,12/11/21,228925,2104,,,1543,,899.1661331437526,,,,,36,AUS,2021/12/11,4,40166894,49337
Australia,12/12/21,230768,2106,,,1843,,906.4050244111281,,,,,36,AUS,2021/12/12,2,40189797,22903
Australia,12/13/21,232738,2113,,,1970,,914.1427432373516,,,,,36,AUS,2021/12/13,7,40343561,153764
Australia,12/14/21,235547,2117,,,2809,,925.1758661728143,,,,,36,AUS,2021/12/14,4,40505476,161915
Australia,12/15/21,238970,2126,,,3423,,938.6206436053842,,,,,36,AUS,2021/12/15,9,40688890,183414
Australia,12/16/21,242772,2134,,,3802,,953.55404816239,,,,,36,AUS,2021/12/16,8,40887760,198870
Australia,12/17/21,246789,2142,,,4017,,969.3319245709887,,,,,36,AUS,2021/12/17,8,41096913,209153
Australia,12/18/21,250651,2146,,,3862,,984.5009956912297,,,,,36,AUS,2021/12/18,4,41202316,105403
Australia,12/19/21,254682,2146,,,4031,,1000.3338609645832,,,,,36,AUS,2021/12/19,0,41265889,63573
Australia,12/20/21,259174,2154,,,4492,,1017.9774309987941,,,,,36,AUS,2021/12/20,8,41460631,194742
Australia,12/21/21,264705,2162,,,5531,,1039.7019603530284,,,,,36,AUS,2021/12/21,8,41667960,207329
Australia,12/22/21,273062,2173,,,8357,,1072.5263848356421,,,,,36,AUS,2021/12/22,11,41667960,0
Austria,11/25/21,1108889,12233,,,13592,,12312.233522828212,,,,,40,AUT,2021/11/25,53,13412688,132813
Austria,11/26/21,1121134,12284,,,12245,,12448.192396518032,,,,,40,AUT,2021/11/26,51,13412688,0
Austria,11/27/21,1132805,12349,,,11671,,12577.7780245159,,,,,40,AUT,2021/11/27,65,13412688,0
Austria,11/28/21,1143283,12388,,,10478,,12694.11751643276,,,,,40,AUT,2021/11/28,39,13734781,322093
Austria,11/29/21,1151809,12425,,,8526,,12788.783531710784,,,,,40,AUT,2021/11/29,37,13822465,87684
Austria,11/30/21,1159995,12492,,,8186,,12879.674453721798,,,,,40,AUT,2021/11/30,67,13822465,0
Austria,12/1/21,1170362,12553,,,10367,,12994.781488719133,,,,,40,AUT,2021/12/01,61,13939111,116646
Austria,12/2/21,1179244,12625,,,8882,,13093.400248712027,,,,,40,AUT,2021/12/02,72,14065322,126211
Austria,12/3/21,1185982,12693,,,6738,,13168.213714691774,,,,,40,AUT,2021/12/03,68,14185716,120394
Austria,12/4/21,1193286,12753,,,7304,,13249.311600639545,,,,,40,AUT,2021/12/04,60,14327412,141696
Austria,12/5/21,1198478,12796,,,5192,,13306.959495469888,,,,,40,AUT,2021/12/05,43,14457526,130114
Austria,12/6/21,1203103,12844,,,4625,,13358.311867116718,,,,,40,AUT,2021/12/06,48,14457526,0
Austria,12/7/21,1207336,12921,,,4233,,13405.311778290994,,,,,40,AUT,2021/12/07,77,14553713,96187
Austria,12/8/21,1212999,12979,,,5663,,13468.189287617693,,,,,40,AUT,2021/12/08,58,14553713,0
Austria,12/9/21,1217436,13011,,,4437,,13517.454254752176,,,,,40,AUT,2021/12/09,32,14782893,229180
Austria,12/10/21,1221095,13076,,,3659,,13558.0809202345,,,,,40,AUT,2021/12/10,65,15056198,273305
Austria,12/11/21,1225555,13143,,,4460,,13607.60126132528,,,,,40,AUT,2021/12/11,67,15143215,87017
Austria,12/12/21,1228034,13162,,,2479,,13635.12613252798,,,,,40,AUT,2021/12/12,19,15187618,44403
Austria,12/13/21,1232204,13218,,,4170,,13681.42654112631,,,,,40,AUT,2021/12/13,56,15273339,85721
Austria,12/14/21,1235063,13282,,,2859,,13713.170634215669,,,,,40,AUT,2021/12/14,64,15376929,103590
Austria,12/15/21,1239287,13333,,,4224,,13760.070616450525,,,,,40,AUT,2021/12/15,51,15496004,119075
Austria,12/16/21,1242333,13386,,,3046,,13793.891010836738,,,,,40,AUT,2021/12/16,53,15619237,123233
Austria,12/17/21,1245232,13438,,,2899,,13826.079232545746,,,,,40,AUT,2021/12/17,52,15748859,129622
Austria,12/18/21,1247399,13462,,,2167,,13850.139900515189,,,,,40,AUT,2021/12/18,24,15827503,78644
Austria,12/19/21,1249641,13479,,,2242,,13875.033309646473,,,,,40,AUT,2021/12/19,17,15867000,39497
Austria,12/20/21,1251433,13496,,,1792,,13894.930271806716,,,,,40,AUT,2021/12/20,17,15949869,82869
Austria,12/21/21,1253961,13538,,,2528,,13922.999200568485,,,,,40,AUT,2021/12/21,42,16042381,92512
Austria,12/22/21,1256230,13567,,,2269,,13948.192396518032,,,,,40,AUT,2021/12/22,29,16042381,0
